text,status
jokowi presiden aneh aneh revolusi mental jalan bla bla pokok salah jokowi deh,1
mungut orang tampang cebong ulama muda,1
wajar shoot polisi hati hati coba bawa bom lihat aparat lihat te eror elegan,0
gera sistem otoriter kritik sesal otoriter,1
momen giat budaya rencana ribu warga badui banjir kota serang exciting banten seba baduy generasi pesona indonesia cilegon,0
najis banget main ml kalah mulu teman nya buta map jebol push,1
mantap rejeki bekah keluarga cari samping jilat jilat kuasa jilat jilat pantat nista agama,1
harga turun 180 derajat otak campur nanah kencing onta sadar woi 2019 ganti telor,1
salah kroni tedekat soeha o sudono salim alias liem sioe liong milik raja bisnis salim grup kenal nama era soeha o turun cina asing pinjam istilah isan partai adil sejahtera gerindra,0
gue habis pikir asa moral bohong biang dosa,1
lgbt bunuh usia 12 jantina pilih lahir peluang rahim,0
saran bodoh tolol,1
sekolah katolik gue ketemu teman smpnya katolik bagus minder habis,0
ajar muslim agama ajar bunuh paham islam agama ajar sesat sembah nyembah allah subhanahu wa taala biadab,1
cebong auto reply dasar pinggir koreng,1
ketua cebong pintar tau modal link kik kik kik s3 lo,1
sulit bangsa indonesia informasi jati presiden jokowi chirpstory,0
badan usaha milik desa dunia tppi lampung menteri desa pdt transmigrasi dorong cepat bangun desa indonesia,0
diam lu cina keparat,1
pintu antre tampung 2 000 tonton awas tugas aman rab kedanim,0
pusing cari hilang mending urus surat dkp tentara nasional indonesia prabowo haha uniform resource locator,1
jelang pilih kepala daerah kota negara fenomena warga negara etnis negeri amp usia hak pilih pulang kota negara suara kep,0
dicalonpresidenkan kalang asing asing teman teman a media dukung ramai ramai tolak khawatir jahat main kotor negeri diberangusss sepe i reklamasi jaka a 2019 ganti presiden,1
bicara curang pilih kepala daerah daerah khusus ibukota jaka a kemarin uniform resource locator mundur hormat,1
hati hati bani onta nyinyir bilang ahok sih kafir citra wkwk hati hati bani onta cari taktik nyinyir,1
tuju hidup muslim ibadah allah subhanahu wa taala be entangan bangsa negara,1
rlt teman gue kesal grup gara gara rencana trip gagal halang kayak jalan kena bom haha kesal sih,0
salah janji jokowi tuntut paham cebong,1
pintar bego,1
sendu gila,0
kuala lumpur ayat al alquran hujah ulama haram pilih muslim wakil rakyat teliti rujuk orang kafir musuh islam anut,0
mbak mbak kunti,0
gue sipit asa belo,0
ajak ulama dingin situasi sejuk situasi presiden jokowi,0
anak anak partai komunis indonesia muncul jejak,1
2019 ganti presiden anggur tingkat,1
malam ya nete xf0 x9f x98 x9,1
ahok foto bos alexis langsung tuduh lindung gilir asma dewi foto prabowo,1
sehat om sehat minum kencing onta,1
keluarga belo ku sipit,0
we pipis onta cecer mari bau pesing,1
bani bangsat kali ya orang alas maki maki orang goblok iya,1
lihat direct message ah tau gue bolot,1
mohon maaf pilih presiden pilih jokowi like prabowo,0
kayak kutuk,1
cebong adek cerdas,1
antek komunis nya teriak huuuu taufik ismail hafizhahullah uniform resource locator,1
aktivis 98 hasil tumbang rezim orde kkn aktivis 98 zaman now tuju nya bubar partai adil sejahtera tumpang aktivis 98 reformis susup mental komunis,0
baby kafir buddha teroris myanmar,1
jijik gue cowok cowok pakai baju merah muda gue tonton video bokep ya gue cewek kaki mungil pakai kaos kaki paha warna merah muda pakai baju merah muda paha pas buka isi titit asuuuuu,1
gaji pulahan ratus juta aset buka jual utang proyek kerja tenaga kerja asing hasil bumi pilih impo gara badut akrobat mulu hasil,1
prabowo wajar bicara rohingya presiden enak,1
delapan sembilan cupu,1
ahok cari cari celah serang saksi drama ahok kriminalisasi penjara ahok,1
ulang pandang mu niscaya pandang temu cacat pandang letih,0
mampus aib bongkar,1
madura umat rapat baris cepat panggil proses hukum bu suka nista agama,0
proyek bangun bendung pelosika batal presiden,0
kasihan bata bata bicara lupa bawa teks perhati hormat sukses anies,0
pulih ekonomi negara hukum pimpin pimpin raja umno amp bn jajah jajah komunis sentiasa be epuk tangan orang orang melayu padu perintah kera,0
gubernur presiden,0
presiden polling menang mimpi onani,1
bagas homo kemarin lihat profil grindr,1
bikin cacat roh bicara bilang sesal tinggal orang kayak harga,0
ya,1
orang kristen wudhu mbak larang,0
bahasa indon but sial bajing uniform resource locator,1
babyyy huh bukti kau hyung titit nya huh,1
haaaaaa iya ya kibul pakai asing asing,0
info warga badui selesai tradisi seba pendopo perintah kabupaten lebak be emu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018 alam banten,0
ulama waris nabi kecuali khalifah qs 38 26 daud as rasul nab allah subhanahu wa taala anugerah khalifah presiden gubernur bupati wali kota,0
ahoker kristen munafik henti maki gereja arah ahok hina sih bumi datar,1
minder ketemu teman sekolah dasar sekolah katolik bagus ajar ajar aktivitas sekolah kalah,0
kampung nagita slavina reaksi ayu ting ting uniform resource locator,0
asam bijak rezim sih dil mbak,0
hoaks ancam komisi berantas korupsi amp dewan wakil rakyat tangkap tangkap orang dewan wakil rakyat malu malu ya ancam bubar dewan wakil rakyat,1
tau jokowi panggung jilat jilat prabowo dasar lintah uniform resource locator,1
gue sih ya bilang sombong gue gue sombong kayak ejek sombong kayak setan,1
umat bani kencing onta bodoh marah,1
rasulullah orang kayak rasulullah gadai baju besi orang yahudi rasulullah a pikir utang bunga riba rasulullah suka,0
kalah mampus,1
sakti jubah kuasa tunggu rakyat marah pecat setya novanto pecat ketua dewan wakil rakyat,1
indonesia lawyers club prabowo serang indonesia lawyers club sukses undang orang gila ahok kalah lupa potong kuping gila gila gila gila gila,1
cina janji kebut proyek kakak cepat jaka a bandung ekonomi,0
tempe penyet bumbu halo monyet ge pain tempe penyet ge murah monyet ge marah tempe penyet sayur buncis ayo monyet senyum plisssssssss,1
tuju dukung presiden upaya kuasa asing ekspor mentah ganti kontrak rugi indonesia,0
kayak teman sih johny kadut suka ambil gambar nyinyir tau cebong kunyah hoaks,0
kelumit lemah binasa komisi berantas korupsi hasil imbas lengser jokowi ganti pimpin pro korupsi,1
berkat salat aji berkat ajar ilmu kembang kafir lukman,1
suara narasi bela partai komunis indonesia,1
akun teman buzzer politik calon gubernur asyik asyik berita buruk lawan asyik promo kampanye tagar calon enak banget,0
geblek polisi tau wkwk,1
sok laku identik bom,0
pecat menteri data data ngawur paksa haha ahok tumbang pasang calon 3 pilih gubernur daerah khusus ibukota,1
damai agama agama kitab suci alquran an orang kristen taat urus muslim muslim taat hormat,0
program cina tumpuk rakyat warga kirim negara warga negara asia tenggara utama indonesia,0
komunis sosialis,0
allah ancam orang orang munafik laki laki perempuan orang orang kafir neraka jahanam kekal 9 68,0
ayo polisi tangkap usir sih raja kodok komunis istana cebong cina komunis hancur negara republik indonesia,1
urus rohani islam negeri 2 purwoke o 2017 2018,0
kaget anjir kucing masuk kamar anjing,1
pasal babi baca last twit uniform resource locator,1
allah subhanahu wa taala dungu biadab tuhan kerjaaan hobi urus putar cocok cocok penis,1
kirim bantu citra,1
orang ahok konsisten berangkat saudara umat muslim pergi umrah gratis sisi tipu pakai embel embel agama kubur harap saudara umat muslim dap,0
tuduh syiah komunis yahudi antek cina tolong konsisten ya warganet misionaris,1
sumber daya negara undang undang rakyat susah komplain lindung undang undang rakyat,0
mampus salah,1
haha boca agama lucu bangkit abad pe barangkali goblok fuck,1
mata sipit ya bilang sipit but i just love my eyes sok much,0
nih hasil panen serah jabat bupati lebak ino si rawita gubernur banten wahidin halim seba baduy 2018,0
prabowo musuh partai komunis indonesia antek antek uniform resource locator,1
al alquran ya bang mulut kayak orang kafir bejat hina farhat abbas law,1
pe anyaan muhammad nabi gadungan spe i bangsa indonesia kuat,1
hoaks kodok biawak roket sekop bangsat karbitan munafik 2019 ganti presiden 2019 presiden 2019 tenggelam jokowi sungai siak,1
fuck orang myanmar noob sial main ml fuck,1
koruptor kencang komisi berantas korupsi bubar fahri setan uniform resource locator,1
keren memek nya ya om hiu,1
putra daerah siliwangi ganti ondel ondel serius,1
harap panji politikus haus kuasa anies sandi no,1
presiden jokowi bikin pegawai negeri sipil bahagia bijak,0
kau kanal bainanal habib ulama sepakat selawat terima rangka mulia rasulullah saw sair,0
oh kayak nona anak jalan km anak gembel ya,1
aaaah sih politis gerindra nih orang jokowi omong sepeda,1
meme nak cilok indonesia dasar malingsia berengsek,1
jujur era susilo bambang yudhoyono tentara nasional indonesia otoriter,1
bom real mudah deteksi bom kubur dahsyat ledak revolusi jiwa,0
shummun bukmun buta paham yarji uun pekak bisu buta mari doa ting doa orang zalim halang,0
jun tolong baju kayak contoh taplak meja bawa guru pas tugas sbk,0
jejak digital dungu,1
mainstream oposisi kesan negeri horor utang miskin nge fan puti,0
sipit bank rakyat indonesia,1
nete,1
indonesiakuasaifreepo bahagia moga divestasi saham usaha usaha tambang asing,0
kunjung anies turki tuai puji ribu warganet gubernur presiden lengkap,0
ya gue demo jokowi tendang palkjihun dunia,1
caci ulama nya orang kafir munafik pakai otak mu bodoh,1
lindung allah goda setan kutuk mohon allah islam mudah menyahlahkan orang,0
lafcadio duduk bangku letak gelas minum alright lafcadio doa layak orang katolik doa dahi a bahu time to dig in lafcadio si,0
3 bas teknologi digital presiden sistem jalan langsung ramah ratas,0
pimpin dungu rakyat berkah,1
,0
xe2 x86 xbb homo bukti banci orang orang sepe inya gagal faktor wajah bilang manis doyan wanita uwel uwel xe2 x86 xb,1
tanda upil onta,1
paul pogba selebrasi gol dengar tiru suara monyet uniform resource locator,0
banding lurus bijak rezim mesra cina produsen narkotika masuk indonesia uniform resource locator,1
anak babi jalan nya tunduk malu lihat ulah nya bela ahok,1
minyak merek kalajengking racun kalajengking dungu pelihara,1
ekspresi pas kaget nya ya teriak ayam ayam cebong cebong cebong,0
uniform resource locator lt cewek jablay bugil belai bokep foto memek ngentot bugil ngentot,1
makan babi bentuk wang haram muka babi perangai babi babi politikus ronggeng babi,1
bangkai temu,1
nama cari nafkah bangsat,1
kali heran warga jaka a cari tau pecat menteri jokowi anies pecat bodoh tolol fakir ide misqeen nalar sang presiden habis beliau perhati si,1
cina perikemanusiaan suka cina indonesia,1
tuju percaya gosip 2019 ganti presiden,0
najis om om inggu nyata,1
banci berani balas dasar takut wkwk,1
partai demokrasi indonesia juang gencar serang komisi berantas korupsi bubar partai demokrasi indonesia juang dukung jokowi jokowi jokowi,1
presiden susilo bambang yudhoyono dana anggar bikin gas abdullah gymnastiar akibat korupsi anggar bikin gas investor bikin gas,1
berani ngentot lobang pantat pantat lobang rem,1
buah nama asing dengar anna pikir sang dara hadap huni habis kenal tampil maaf perrault san nama anna kobayakawa mathilda san anna,0
cocot rusak,1
bantah iman allah subhanahu wa taala iman biadab wajib lopor buang islam,1
ya dosa oke meni muda anak cucu kelak susah makan susah hidup,0
cari titik cahaya gelap asa sulit temu nya insya allah sabar cari,0
nama islami laku aduh goblok tampang sesak oi,1
horeeee salah cebong paman kabar om,1
wakil ketua ai demokrat syarif hasan unjung kantor dasar kena pajak partai adil sejahtera selasa 17 4 terima presiden partai adil sejahtera muhammad sohibul iman sekretariat jenderal partai adil sejahtera mustafa kamal pimpin ai akrab bicara isu isu bangsa si,0
komisi berantas korupsi butuh laku dewan wakil rakyat bubar uniform resource locator,1
kepung istana mari lengser orang no 1 ina jokowi orang daftar calon pegawai negeri sipil enak daftar calon pegawai negeri sipil mudah buka,1
gue langsung bilang gue bacot doang koar koar gue fuck kecut,1
eh malam monyet tau spesial force cerita curi bank malam malam plan curi air kat cafe orang jaga hujung orang jaga orang tengok cik syakir haha gempa babi,1
mal mama hilang security bentar ya cek cek orang tua anjing hilang,1
cebong bikin meme nista agama puja puja,1
situ sarap bera i anjir,1
beltrame edan kesini kontra,1
bikin kacau kacau indonesia kriminal ilegal mati uniform resource locator,1
tunggu habis aset negara lengser jokowi,1
lunatsarsky pikir komunis kenal singkir cinta peluk benci ajar benci kuasa dunia,1
om rocky cenderung tinggal coba bayang 8 anak bangsa kitab suci fiksi nista agama proses hukum,0
yf gesek gesek kontol ayo ngewe rep kau,1
mundur jabat presiden,1
haha kampret mengatasnamakan umat ulama cebong,1
salat hijab wajib hukum bera i lesbi alas nya ajak cerita dukung perlahan lahan ubah tinggal,0
goblok asli uniform resource locator,1
al habib abdullah bin mukshin al keramat bogor orang buta orang lihat a orang buta orang lihat ilmu agama,0
ramai cerca sokong hadap hak asasi golong lgbt beliau konsisten juang hak asasi beliau suara mempe ahankan 11 tahan muslim uighur ancam hantar pulang negara komunis,0
pilih kepala daerah ntt 2018,0
mw asing inkonsisten,0
pasang calon bagus 2 pasang calon cenderung konflik akar rumput buka sadar pt 20 susilo bambang yudhoyono kuasa pojok koalisi dukung jokowi bra i mata kakak,0
kunyuk kunyuk heboh prof tumpang gelap pasu nasi campur,1
jenis pisang varietas,0
baris gus sholatu bagus pulau madura rapat menang pasang calon gubernur khofifah indar parawansa emil elistianto dardak bagus khofifah emil jawa timur,0
syukur allah subhanahu wa taala presiden giat kerja hadap kerja lurus ikhlas mata indonesia maju ramping energi p,0
melayu hilang whatsapp yahudi beli haha,0
mendung untung sari hati,0
bangsat banci,1
anies baswedan super gubernur mahasiswa maroko,0
bau bangkai,1
beli barang kirim cina paket transit cinta indonesia 3 minggu,0
2 hai orang orang yahudi nasrani ibrahim isma il ishaq ya qub,0
oi tai join tag closed agency basic,1
tangkap laku polisi lengser jokowi rezim partai komunis indonesia,1
ayo dukung tes baca al qur an calon presiden 2019 agama islam baca al qur an calon presiden tuju,0
agama katolik nusantara buddha nusantara hindu nusantara syiah nusantara beda syiah sungguh iran liberal syiah,0
tau sukmawati tau orang baca puisi nurani kenal sukmawati kenal iblis,1
bangsat salah gila,1
tolol,1
mati bom kelas,0
jokowi mundur jantan,1
rezim dablek utang pakai dana haji lengser jokowi,1
retweet hijab sange entot 1 blowjob kontol hijab ngentot orang hijab sepong kontol sange berat san,1
ikea furniture stan tertawa banget tai,1
ab suka bicara kasar susah kontrol emosi,0
undang undang md3 bang,0
bubar komisi berantas korupsi komisi berantas korupsi pakai alat politik perintah,1
aduh lucu banget adik kelas gue pas lapor bang field trip taman safari heran 1 nama teman arisan keluarga bawa 1 sekolah tai arisan,1
orang kristen istilah kristen nusantara nusantara budaya adat orang israel terap indonesia,0
wkwk kaget anjir uniform resource locator,1
1 bajing,1
ya workshop negosiasi orang cina,0
nge i ekonomi mending bicara min respon tuit negatif,0
presiden salah salah presiden mundur bapaaaak,1
